,car,price,body,mileage,engV,engType,registration,year,drive
4936,42,1100.0,3,32,1.3,1,1,1980,2
4937,8,11500.0,5,183,2.2,0,1,2012,0
4938,35,11700.0,3,198,1.8,3,1,2011,0
4939,3,3950.0,3,300,2.0,3,1,1986,2
4940,13,1550.0,1,200,1.4,3,1,1990,0
4941,43,6900.0,3,300,1.8,3,1,1998,0
4942,33,1200.0,3,240,1.7,1,1,1988,0
4943,28,7000.0,3,160,1.6,3,1,2007,0
4944,38,9980.0,2,165,2.0,3,1,2007,1
4945,42,1650.0,3,75,1.5,1,1,2003,2
4946,35,11200.0,4,169,1.6,0,1,2011,0
4947,31,7800.0,5,183,1.6,0,1,2007,0
4948,29,6200.0,5,220,1.3,0,1,2008,0
4949,29,2300.0,1,200,1.8,1,0,2000,0
4950,29,2500.0,1,211,1.8,3,1,1994,0
4951,31,5850.0,5,170,1.6,0,1,2007,0
4952,2,3550.0,3,215,2.5,0,0,2001,0
4953,2,2500.0,3,371,2.2,1,1,1987,0
4954,3,8400.0,3,297,2.2,3,1,2000,2
4955,3,19900.0,2,129,2.0,3,1,2008,2
4956,17,23800.0,0,115,2.2,0,1,2011,1
4957,42,2800.0,3,110,1.5,1,1,2005,0
4958,33,8300.0,5,127,1.5,0,1,2011,0
4959,43,1900.0,1,100,1.6,3,1,1989,0
4960,26,21300.0,0,114,4.7,3,1,2007,1
4961,43,2500.0,4,232,1.6,3,0,2001,0
4962,27,20000.0,0,135,2.5,0,1,2011,1
4963,42,2500.0,3,43,1.5,3,1,2004,2
4964,32,17000.0,0,155,3.2,1,1,2004,1
4965,29,2800.0,3,1,2.0,1,1,1988,2
4966,26,2000.0,3,270,2.9,0,0,1996,2
4967,29,9200.0,5,170,1.9,0,1,2006,0
4968,43,11900.0,1,91,1.4,3,1,2010,0
4969,10,2150.0,3,363,1.5,1,1,2007,0
4970,3,5850.0,3,250,4.5,1,1,2001,2
4971,2,18700.0,3,136,2.0,0,1,2009,1
4972,2,11900.0,3,131,2.0,3,1,2007,0
4973,40,8200.0,4,204,1.4,0,1,2005,0
4974,39,11199.0,0,95,2.0,1,1,2007,1
4975,28,12200.0,0,234,2.0,3,1,2007,1
4976,26,7200.0,3,312,3.2,3,1,2000,1
4977,43,10900.0,4,204,2.0,0,1,2007,0
4978,16,4300.0,3,259,1.5,3,1,2000,0
4979,3,2600.0,3,250,1.6,3,1,1996,2
4980,43,3700.0,3,370,2.0,1,1,1992,0
4981,26,12999.0,5,130,2.2,0,1,2012,0
4982,43,13999.0,5,175,2.0,0,1,2012,0
4983,26,12500.0,5,242,2.2,0,1,2008,2
4984,26,65000.0,2,0,1.6,3,1,2016,2
4985,6,8200.0,3,82,1.6,1,1,2012,0
4986,23,23000.0,1,75,1.8,2,1,2011,0
4987,25,9200.0,3,86,1.6,1,1,2008,0
4989,22,6600.0,0,298,2.5,0,1,1997,1
4990,43,9000.0,3,59,1.6,1,1,2013,0
4991,17,6300.0,1,97,1.4,3,1,2007,0
4992,40,10200.0,3,122,7.2,3,1,2011,0
4993,27,9500.0,0,140,2.4,1,1,2007,1
4995,16,26000.0,0,68,2.0,3,1,2012,1
4996,29,10800.0,5,173,2.0,0,1,2011,0
4997,31,11000.0,1,42,1.6,3,1,2011,0
4998,13,1750.0,5,350,2.5,0,1,1990,2
4999,29,13700.0,5,131,2.0,0,1,2009,0
5000,43,2850.0,3,350,2.0,3,1,1990,0
5001,17,7700.0,3,117,1.6,3,1,2007,0
5002,42,3600.0,4,163,1.6,2,1,2007,0
5003,45,1350.0,1,91,1.1,3,1,2004,0
5004,0,11111.0,0,199,3.5,3,1,2005,1
5005,29,15900.0,2,84,2.0,0,1,2010,0
5006,3,42000.0,3,71,2.99,3,1,2011,1
5007,27,28500.0,0,0,2.0,3,1,2016,1
5008,27,33000.0,2,0,2.4,0,1,2016,1
5009,27,25000.0,0,0,2.0,3,1,2016,0
5010,26,68500.0,0,68,3.0,0,1,2014,1
5011,27,36000.0,0,0,2.4,3,1,2016,1
5012,27,46000.0,0,0,2.4,0,1,2016,1
5013,27,40800.0,0,0,2.4,0,1,2016,1
5014,13,8700.0,1,78,1.4,0,1,2012,0
5015,8,13900.0,1,57,1.6,1,1,2012,0
5016,42,4200.0,1,36,1.6,3,1,2012,0
5017,3,3400.0,4,191,2.0,0,0,2002,2
5018,26,22000.0,2,53,3.0,3,1,2007,2
5019,26,18900.0,2,50,3.5,3,1,2005,1
5020,26,5000.0,3,215,2.6,1,1,1992,2
5021,27,5400.0,3,200,1.6,1,1,2005,0
5022,26,13500.0,5,350,2.9,0,1,2000,2
5023,3,13500.0,3,138,2.5,3,1,2004,2
5024,17,14500.0,0,90,2.7,1,1,2008,1
5025,27,10500.0,0,130,2.4,1,1,2006,1
5026,38,18900.0,0,100,2.0,3,1,2012,1
5027,27,2300.0,3,420,1.8,3,1,1991,0
5028,29,2400.0,3,333,2.0,0,0,2000,2
5029,2,3500.0,3,354,2.5,0,0,2000,1
5030,22,34900.0,0,38,2.2,0,1,2013,1
5031,31,11500.0,2,103,3.0,3,1,1998,0
5032,26,14500.0,5,207,2.2,0,1,2008,2
5033,42,3500.0,3,250,1.5,3,1,2005,0
5035,44,38900.0,0,0,2.0,0,1,2016,0
5036,43,5500.0,5,380,2.4,0,1,1999,0
5037,40,3650.0,1,260,1.3,3,1,1996,0
5038,21,23000.0,0,32,2.0,0,1,2014,1
5039,40,23000.0,0,233,4.0,1,1,2006,1
5040,42,2950.0,1,206,1.5,3,1,2006,0
5041,3,4850.0,3,280,3.0,0,0,1999,2
5042,28,12500.0,0,167,3.5,1,1,2007,1
5043,2,6500.0,3,330,2.4,3,1,1999,0
5044,17,6200.0,3,82,1.4,1,1,2009,0
5045,26,2300.0,3,300,2.0,3,1,1991,2
5046,3,4700.0,3,200,2.5,3,1,1995,2
5047,29,3350.0,3,300,1.8,3,1,1997,0
5048,44,10900.0,3,135,1.6,3,1,2009,0
5049,3,75000.0,0,20,3.0,0,1,2014,1
5050,43,7650.0,3,325,1.8,1,1,2003,0
5051,43,19500.0,3,82,1.8,3,1,2011,0
5052,27,8000.0,3,145,2.0,1,1,2007,0
5053,40,25555.0,0,128,4.7,1,1,2004,1
5054,35,13000.0,4,198,1.6,0,1,2012,0
5055,30,8500.0,0,70,2.4,1,1,2008,1
5056,43,9500.0,5,205,2.0,3,1,2006,0
5057,33,7450.0,1,68,1.2,3,1,2009,0
5058,29,1750.0,3,247,1.6,3,0,1996,0
5059,16,6500.0,0,318,2.0,3,1,1997,1
5060,15,8500.0,3,21,1.5,1,1,2014,0
5061,31,8500.0,3,155,2.0,3,1,2007,0
5063,2,10900.0,3,225,2.4,3,1,2005,0
5064,40,27500.0,0,85,4.0,3,1,2007,1
5065,43,22500.0,0,151,3.0,0,1,2009,1
5067,30,1100.0,5,160,1.6,1,1,2005,2
5068,40,16800.0,0,238,4.0,1,1,2004,1
5069,3,17200.0,0,308,4.6,1,1,2003,1
5070,10,4000.0,3,78,1.3,1,1,2011,0
5071,30,7000.0,3,210,2.3,3,1,2000,0
5072,29,5200.0,3,218,1.6,1,1,2002,0
5073,8,7950.0,5,48,1.6,0,1,2013,0
5074,7,10700.0,3,129,2.7,1,1,2006,2
5075,16,8780.85,1,140,1.8,3,1,2007,0
5077,35,11300.0,3,80,1.8,3,1,2008,0
5078,41,5500.0,0,1,2.4,3,1,2016,1
5079,5,4800.0,3,86,2.0,1,1,2008,0
5080,26,41000.0,5,55,3.0,0,1,2011,2
5081,13,1099.0,2,333,1.6,3,1,1987,2
5082,28,5800.0,3,241,2.0,3,1,2004,0
5083,22,81500.0,0,45,5.0,3,1,2013,1
5084,25,6500.0,2,135,1.3,3,1,2004,2
5085,30,1950.0,3,1,2.5,0,1,1990,0
5086,17,7200.0,5,125,1.5,0,1,2007,0
5087,10,4299.0,3,140,1.5,1,1,2008,0
5089,26,7500.0,3,319,3.2,1,1,1997,2
5090,43,10600.0,3,118,1.8,3,1,2008,0
5091,26,85000.0,5,3,2.2,0,1,2016,1
5092,13,13500.0,3,65,2.3,3,1,2009,0
5093,40,8800.0,0,388,4.2,0,1,1997,1
5094,17,5300.0,2,186,1.3,3,1,2005,0
5095,45,1250.0,2,165,1.2,1,1,2004,0
5096,43,4500.0,3,230,2.0,1,1,1996,0
5097,26,11400.0,5,174,2.2,0,1,2012,2
5098,40,18800.0,4,89,1.8,3,1,2012,0
5099,25,4900.0,1,280,2.0,1,1,1998,0
5100,26,46900.0,2,10,2.2,0,1,2012,2
5101,17,18500.0,0,72,2.0,1,1,2011,1
5102,27,7000.0,3,99,1.6,3,1,2005,0
5103,28,7600.0,1,88,1.2,3,1,2008,0
5104,26,4500.0,5,180,2.3,0,1,1998,0
5105,43,10000.0,5,283,2.5,0,1,2005,0
5106,28,3000.0,1,500,2.0,3,1,1991,0
5107,23,4400.0,0,215,3.0,1,0,2000,1
5108,33,7600.0,3,97,1.6,3,1,2008,0
5109,43,14700.0,3,97,1.4,1,1,2012,0
5110,33,7150.0,4,1,1.5,0,1,2005,0
5111,3,45000.0,0,80,3.0,3,1,2011,1
5112,40,9800.0,3,178,1.8,3,1,2007,0
5113,28,3330.0,0,350,3.3,1,0,2000,1
5114,35,12226.5,0,83,1.2,3,1,2012,0
5115,42,3800.0,3,1,1.6,3,1,2008,0
5116,26,11000.0,0,148,3.2,3,1,2001,1
5117,29,2500.0,4,400,1.4,3,1,1991,0
5118,12,9800.0,5,185,2.0,0,1,2009,0
5119,43,1900.0,3,297,1.6,3,1,1987,0
5120,3,28000.0,3,127,2.5,3,1,2010,2
5121,10,4500.0,3,27,1.3,3,1,2005,0
5122,42,1800.0,1,80,1.5,1,1,1997,0
5123,16,25000.0,0,20,2.0,3,1,2012,1
5124,43,6500.0,3,74,2.0,3,0,2011,0
5125,38,15590.0,0,115,3.6,3,1,2008,1
5126,21,5000.0,3,220,2.0,3,1,2002,0
5128,43,11000.0,5,282,2.5,0,1,2006,0
5129,40,10100.0,2,83,1.6,2,1,2008,0
5130,2,3500.0,4,250,2.5,0,0,1998,0
5131,21,23500.0,0,125,2.2,0,1,2012,1
5132,13,10800.0,1,86,1.4,1,1,2011,0
5133,13,9200.0,1,122,1.8,0,1,2008,0
5134,33,8800.0,5,250,1.9,0,1,2006,0
5135,23,10800.0,3,183,3.3,1,1,2003,0
5136,33,11900.0,5,143,2.0,0,1,2009,0
5137,28,7900.0,0,218,2.5,3,1,2003,1
5138,42,1999.0,1,100,1.45,3,1,2001,0
5139,26,34999.0,2,85,5.5,3,1,2008,2
5140,26,70500.0,0,99,5.5,3,1,2009,1
5141,27,11500.0,0,170,3.0,1,1,2005,1
5142,3,23500.0,0,180,4.8,3,1,2008,1
5143,17,8900.0,0,160,2.0,0,1,2006,1
5144,17,13999.0,3,9,1.4,0,1,2014,0
5145,43,12300.0,1,62,1.4,3,1,2012,0
5146,43,10500.0,5,170,1.6,0,1,2013,0
5148,35,7500.0,3,135,1.4,3,1,2010,0
5149,10,5700.0,3,178,1.6,1,1,2003,0
5150,33,8250.0,5,66,1.5,0,1,2014,0
5151,10,3400.0,1,90,0.8,3,1,2006,0
5152,25,14200.0,0,107,2.3,3,1,2008,1
5153,13,7000.0,5,137,1.8,0,1,2011,0
5154,43,11500.0,5,210,2.0,0,1,2012,0
5155,43,2700.0,1,400,1.8,1,1,1989,0
5156,17,9000.0,0,170,2.0,3,1,2008,0
5157,40,9200.0,3,250,2.4,1,1,2003,0
5158,13,3000.0,5,280,2.0,0,1,2004,0
5159,35,8500.0,1,68,1.4,3,1,2012,0
5160,23,17000.0,3,157,3.0,3,1,2007,2
5161,29,9350.0,5,143,2.0,2,1,2011,0
5163,27,6900.0,3,122,1.6,3,1,2008,0
5164,40,11500.0,5,161,2.5,0,1,2002,2
5165,43,11800.0,5,218,1.9,0,1,2008,0
5166,3,21700.0,0,101,2.5,1,1,2007,1
5168,43,2300.0,4,200,1.9,0,0,1999,0
5169,26,2200.0,3,168,2.0,3,0,1994,2
5171,36,3999.0,1,171,0.6,3,1,2002,2
5172,6,4500.0,3,104,1.5,3,1,2005,0
5173,26,2900.0,2,248,2.0,3,0,1999,2
5174,3,15250.0,2,144,3.0,3,1,2004,2
5176,25,7200.0,3,152,1.6,3,1,2007,0
5177,26,11300.0,2,220,3.2,0,1,2003,2
5178,26,5500.0,3,440,2.0,3,1,1978,2
5179,3,26900.0,0,140,4.8,3,1,2009,1
5180,16,4599.0,1,210,1.4,1,1,1998,0
5181,22,96000.0,0,47,4.4,0,1,2013,1
5182,28,19451.25,0,0,1.6,3,1,2016,0
5183,43,14900.0,4,165,1.4,3,1,2013,0
5184,33,7700.0,3,100,1.6,1,1,2008,0
5185,16,8900.0,3,124,1.8,3,1,2007,0
5186,43,19000.0,4,185,2.0,0,1,2011,0
5187,32,47900.0,0,140,4.8,3,1,2011,1
5189,13,5700.0,5,216,1.8,0,1,2010,0
5190,31,7250.0,1,153,2.0,1,1,2005,0
5191,43,3200.0,3,367,2.0,3,1,1991,0
5192,29,2200.0,4,210,2.5,0,0,2001,2
5193,27,8400.0,0,100,3.2,0,1,2011,1
5194,13,8950.0,3,86,1.6,3,1,2011,0
5195,13,12000.0,3,130,2.5,1,1,2008,0
5196,15,8499.0,3,46,1.5,1,1,2013,0
5197,42,1300.0,3,100,1.6,3,1,1992,2
5198,43,17900.0,0,130,3.6,1,1,2007,1
5199,42,1100.0,3,98,1.5,1,1,1982,2
5200,26,7000.0,2,260,2.2,0,1,2000,0
5201,37,12900.0,0,159,2.7,0,1,2008,1
5202,26,15800.0,3,231,3.5,1,1,2005,2
5203,43,6000.0,5,460,1.9,0,1,1997,0
5204,17,17250.0,0,97,2.0,1,1,2011,1
5206,5,3000.0,3,140,1.6,1,1,2008,0
5207,43,7800.0,5,352,2.5,0,1,2001,0
5208,42,3550.0,3,152,1.6,3,1,2008,0
5209,35,6777.0,4,123,1.4,3,1,2007,0
5210,28,13990.0,3,73,2.5,3,1,2013,0
5211,27,2900.0,3,350,1.6,3,1,1994,0
5212,10,4000.0,3,154,1.5,1,1,2008,0
5213,16,16200.0,3,90,2.4,3,1,2008,0
5214,2,2750.0,3,450,2.5,0,0,1999,0
5215,29,4000.0,3,144,2.2,3,0,2004,0
5216,43,9000.0,3,59,2.0,3,0,2010,0
5217,3,10800.0,3,180,2.0,3,1,2002,2
5218,13,10800.0,3,130,1.6,3,1,2011,0
5219,42,3450.0,3,110,1.6,3,1,2008,0
5220,3,4300.0,3,240,2.5,0,0,2002,2
5221,33,8000.0,5,189,1.9,0,1,2005,0
5222,26,11700.0,1,103,1.5,3,1,2007,0
5223,16,14800.0,3,140,2.4,3,1,2008,0
5224,21,16200.0,0,137,2.0,1,1,2012,0
5225,29,1400.0,3,1,2.0,3,1,1988,2
5226,26,9300.0,3,270,2.7,0,1,2001,2
5227,33,8200.0,4,180,1.6,1,1,2010,0
5228,17,13950.0,3,67,1.8,3,1,2012,0
5229,35,9700.0,3,130,2.0,0,1,2009,0
5230,23,2800.0,3,227,2.0,0,0,2000,0
5231,42,3100.0,1,198,1.6,1,1,2005,0
5232,21,11500.0,3,100,1.6,1,1,2012,0
5233,2,10700.0,4,222,2.5,0,1,2005,0
5234,17,6999.0,3,103,1.5,0,1,2008,0
5235,40,25200.0,0,128,4.0,1,1,2007,1
5236,28,3400.0,3,220,1.4,1,1,1997,0
5237,36,3450.0,3,155,0.6,3,1,1999,2
5238,3,42500.0,0,29,3.0,3,1,2011,1
5239,29,9300.0,3,189,1.6,3,1,2011,0
5240,26,12250.0,2,185,2.2,0,1,2012,2
5241,42,1650.0,2,1,1.3,1,1,1988,2
5242,29,2700.0,3,278,2.0,1,1,1991,2
5243,19,9800.0,3,240,3.0,3,1,2001,1
5244,40,11950.0,1,120,1.4,3,1,2013,0
5246,43,18900.0,1,56,2.0,3,1,2012,0
5247,43,14800.0,3,85,1.4,3,1,2013,0
5248,17,10500.0,0,112,2.0,3,1,2008,1
5249,33,8800.0,5,200,1.9,0,1,2005,0
5250,16,11000.0,3,180,2.0,3,1,2006,0
5251,6,6550.0,3,134,1.6,1,1,2008,0
5252,12,3100.0,1,179,1.4,1,1,1992,0
5253,3,33500.0,3,65,2.0,3,1,2013,2
5254,22,8900.0,0,295,4.6,1,1,2000,1
5255,38,6500.0,3,226,1.6,1,1,2002,1
5256,6,5400.0,1,137,1.5,3,1,2006,0
5257,13,8400.0,1,36,1.3,3,1,2012,0
5258,43,15800.0,3,56,1.4,2,1,2013,0
5259,16,15000.0,2,180,2.4,3,1,2008,0
5260,33,10200.0,5,183,2.0,0,1,2012,0
5261,42,1500.0,1,54,1.1,1,1,1992,0
5262,6,3500.0,5,318,3.1,3,1,1994,0
5263,43,8900.0,1,128,1.4,3,1,2010,0
5264,43,18000.0,0,117,2.5,0,1,2006,1
5265,5,3000.0,2,111,1.3,1,1,2007,0
5266,31,10800.0,5,28,1.6,0,1,2014,0
5267,23,22200.0,3,172,4.6,3,1,2008,2
5268,26,10500.0,3,266,5.0,1,1,2004,2
5269,40,7000.0,0,150,2.0,3,1,2000,0
5270,25,1100.0,3,200,2.0,0,1,1987,0
5271,6,5800.0,4,129,1.8,1,1,2007,0
5272,26,49500.0,0,52,3.0,0,1,2013,1
5273,35,9300.0,3,140,1.5,1,1,2007,0
5274,42,3700.0,3,104,1.5,1,1,2008,0
5275,42,1400.0,3,87,1.6,3,1,2002,2
5276,34,24000.0,1,50,1.8,3,1,2014,0
5277,6,58500.0,2,1,2.0,3,1,2016,2
5278,26,14500.0,5,171,2.2,0,1,2011,2
5279,6,4999.0,0,62,1.7,3,1,2006,1
5280,40,16500.0,0,328,4.2,0,1,1993,1
5281,29,3500.0,3,398,1.8,1,1,1995,0
5283,10,2650.0,3,175,1.5,1,1,2007,0
5284,39,12000.0,0,103,2.0,1,1,2007,1
5285,3,32000.0,0,138,3.0,3,1,2009,1
5286,17,10300.0,0,184,2.0,1,1,2007,1
5287,35,6999.0,1,60,1.2,3,1,2011,0
5288,17,7000.0,3,113,1.5,0,1,2008,0
5289,25,12500.0,0,95,2.3,1,1,2007,1
5290,17,5100.0,1,110,1.4,2,1,2005,0
5291,29,2800.0,3,319,2.0,3,1,1989,0
5292,40,10500.0,0,200,4.5,1,1,1996,1
5293,7,12900.0,1,98,2.4,1,1,2009,0
5294,43,2750.0,4,1,1.9,0,0,2001,0
5295,17,5400.0,1,133,1.4,3,1,2004,0
5296,18,15900.0,0,110,3.5,1,1,2004,1
5297,27,6990.0,0,225,2.5,3,1,1997,1
5298,2,38500.0,4,75,2.0,0,1,2013,1
5299,42,4800.0,3,52,1.6,3,1,2008,0
5300,38,6500.0,3,140,1.6,1,1,2003,1
5301,2,10500.0,4,198,4.2,1,1,2005,1
5302,43,4300.0,1,217,1.6,1,1,1997,0
5303,16,15400.0,0,137,2.4,1,1,2008,1
5304,28,9200.0,5,90,1.6,1,1,2008,0
5306,27,16000.0,4,174,3.2,0,1,2006,1
5307,35,10800.0,3,139,1.8,3,1,2008,0
5308,35,7500.0,1,205,1.8,1,1,2007,0
5309,43,34500.0,5,167,2.0,0,1,2013,0
5310,3,8100.0,0,175,3.0,1,0,2005,1
5311,3,14000.0,0,240,4.4,1,1,2002,1
5312,12,8000.0,1,125,1.2,3,1,2010,0
5313,25,6500.0,2,100,1.3,3,1,2005,2
5314,5,6000.0,1,85,1.6,3,1,2010,0
5315,26,11299.0,5,1,2.2,2,1,2006,2
5316,8,5400.0,3,200,2.0,3,1,2002,0
5317,43,13300.95,3,0,1.6,3,1,2016,0
5318,43,17191.2,3,0,1.6,3,1,2016,0
5319,43,13893.75,3,0,1.6,3,1,2016,0
5320,10,4600.0,1,46,0.8,3,1,2014,0
5321,43,1950.0,1,94,1.1,3,1,1982,0
5322,43,17300.0,0,148,3.0,0,1,2007,1
5323,43,3000.0,4,250,1.9,0,1,1992,0
5324,3,18000.0,3,180,2.0,2,0,2011,2
5328,33,9500.0,5,189,2.0,0,1,2010,0
5329,43,6500.0,3,320,1.9,0,1,2001,0
5330,42,3900.0,3,140,1.6,1,1,2010,0
5331,27,9200.0,3,163,2.0,3,1,2008,0
5333,42,3900.0,1,125,1.6,1,1,2007,0
5334,3,9500.0,3,315,2.5,0,1,2001,2
5335,13,13500.0,3,98,2.3,1,1,2010,0
5336,43,9700.0,3,201,2.0,3,1,2007,0
5337,3,8200.0,3,238,3.0,0,0,2004,2
5338,3,71500.0,0,19,2.5,0,1,2015,1
5339,25,8900.0,3,138,1.6,1,1,2007,0
5340,28,8500.0,3,195,1.6,3,1,2006,0
5341,3,8999.0,2,160,1.8,3,1,1997,2
5342,31,11596.65,3,0,1.2,3,1,2016,0
5343,29,3500.0,1,22,2.2,0,0,2003,0
5344,22,46000.0,0,75,5.0,3,1,2012,1
5345,26,18500.0,0,1,3.5,1,1,2006,1
5346,2,2400.0,3,305,2.3,1,1,1989,0
5347,21,10650.0,5,180,2.9,0,1,2008,0
5348,26,9200.0,5,266,2.2,0,1,2008,2
5350,0,12900.0,3,126,3.5,1,1,2006,1
5351,25,2950.0,3,297,1.5,3,1,1996,0
5352,26,12000.0,3,298,5.0,3,1,2004,1
5354,27,6300.0,0,235,3.2,0,0,2001,1
5355,45,4000.0,3,75,1.3,1,1,2011,0
5356,35,12899.0,4,214,1.6,0,1,2010,0
5357,29,9950.0,5,161,2.0,0,1,2013,0
5358,27,17000.0,0,89,3.8,3,1,2008,1
5359,26,9000.0,0,220,3.2,1,1,1999,1
5360,26,6000.0,5,200,2.2,0,1,2000,0
5361,23,47500.0,0,4,2.7,3,1,2015,0
5362,42,2700.0,0,1,1.7,3,1,1995,1
5363,13,12226.5,4,91,1.6,3,1,2012,0
5365,6,10140.585,3,136,1.8,3,1,2013,0
5366,40,12500.0,1,75,1.4,0,1,2012,0
5367,42,3100.0,1,160,1.6,3,1,2007,0
5368,3,4900.0,3,295,2.0,3,1,1994,2
5369,27,24500.0,0,11,2.5,0,1,2012,1
5370,23,75000.0,3,78,4.6,3,1,2013,1
5371,30,12500.0,0,270,5.4,1,1,1998,1
5372,43,24800.0,3,2,1.6,0,1,2016,0
5373,10,4700.0,2,78,1.5,3,1,2011,0
5375,43,10500.0,3,210,5.0,0,1,2004,1
5376,17,9900.0,4,159,1.6,2,1,2011,0
5378,42,2900.0,0,115,1.7,3,1,1995,1
5379,26,6900.0,5,200,2.3,0,1,1999,0
5380,27,18000.0,0,112,3.0,1,1,2008,1
5381,16,17100.0,3,90,2.4,3,1,2010,0
5382,28,11000.0,1,8,1.4,3,1,2013,0
5383,29,1400.0,2,2,1.3,3,1,1986,0
5384,2,12900.0,4,255,2.5,0,1,2005,1
5385,35,8800.0,3,125,2.0,3,1,2008,0
5386,43,12300.0,2,248,1.9,0,1,2010,0
5387,23,45000.0,0,125,3.5,3,1,2013,1
5388,26,9150.0,3,273,2.7,0,1,2000,2
5389,2,6200.0,4,316,2.6,1,1,1997,1
5390,42,4600.0,4,111,1.6,1,1,2012,0
5391,31,7350.0,3,205,2.2,1,1,2004,0
5393,43,13900.0,4,122,1.4,1,1,2013,0
5394,13,8900.0,4,260,1.8,0,1,2008,0
5395,42,3900.0,1,97,1.6,3,1,2008,0
5396,3,34500.0,3,45,2.0,3,1,2013,1
5397,26,11000.0,5,250,2.2,0,1,2005,2
5398,40,8400.0,3,195,2.4,1,1,2004,0
5399,13,2200.0,3,200,3.0,1,1,1993,0
5400,6,6100.0,3,205,1.8,1,1,2005,0
5401,43,10900.0,2,287,2.5,2,1,2004,0
5402,28,11999.0,0,207,3.5,3,1,2006,1
5403,23,48000.0,0,76,4.6,1,1,2010,1
5404,28,8300.0,0,123,1.5,0,0,2010,0
5405,10,3600.0,3,85,1.4,3,1,2007,0
5406,42,4650.0,3,68,1.4,3,1,2011,0
5407,10,3800.0,3,197,1.5,1,1,2003,0
5408,28,11900.0,0,193,2.0,3,1,2008,1
5409,13,7900.0,5,250,1.8,0,1,2007,0
5410,35,15500.0,4,180,1.8,3,1,2011,0
5411,12,4500.0,5,155,1.3,0,1,2010,0
5412,6,4550.0,1,59,1.5,3,1,2005,0
5413,13,2950.0,2,230,1.3,1,1,1999,0
5414,42,8800.0,0,96,1.7,3,1,2011,1
5415,3,3200.0,3,178,1.9,3,0,2001,2
5416,13,6750.0,5,147,1.6,0,1,2005,0
5417,29,2000.0,4,95,1.6,3,1,1990,0
5418,28,4088.0,3,115,3.0,2,1,1993,0
5419,12,5200.0,5,265,1.9,0,1,2003,0
5420,2,7200.0,3,250,2.4,1,1,1998,0
5421,26,11800.0,5,165,2.2,0,1,2012,2
5422,17,10500.0,0,135,2.0,1,1,2008,1
5423,23,12300.0,2,90,4.3,3,1,2002,2
5424,3,5400.0,0,250,3.0,3,0,2003,1
5425,23,24100.0,3,122,4.6,3,1,2008,2
5427,35,9600.0,1,88,1.8,2,1,2007,0
5428,26,5200.0,2,220,3.2,3,0,2004,2
5429,26,18700.0,2,142,2.2,0,1,2007,2
5430,6,23500.0,0,76,2.2,0,1,2013,1
5432,42,7035.795,3,0,1.6,3,1,2016,0
5433,25,13200.0,3,143,2.3,3,1,2007,1
5434,13,5700.0,5,131,1.8,0,1,2004,0
5435,42,1800.0,2,12,1.5,3,1,1991,0
5436,40,26900.0,0,115,4.0,1,1,2008,1
5437,43,22900.0,3,48,2.0,3,1,2013,0
5438,10,3200.0,3,123,1.3,1,1,2006,0
5439,28,13600.0,0,138,2.0,3,1,2008,1
5440,33,13321.3275,0,0,1.5,0,1,2016,0
5441,13,11500.0,3,127,2.3,3,1,2009,0
5442,33,13300.95,4,0,1.5,0,1,2016,0
5443,29,8800.0,2,171,2.0,0,1,2008,0
5444,38,8500.0,0,139,2.0,2,1,2006,1
5445,43,1700.0,1,250,1.4,3,0,1998,0
5446,33,6200.0,5,122,1.5,0,1,2007,0
5447,6,6000.0,2,130,2.2,1,1,2006,0
5448,26,30000.0,2,176,5.5,3,1,2003,2
5449,32,22000.0,0,130,3.6,3,1,2007,1
5450,10,4400.0,3,141,1.5,3,1,2007,0
5451,35,8400.0,3,147,1.6,1,1,2007,0
5453,26,20500.0,3,235,2.2,0,1,2007,2
5454,12,4000.0,2,1,2.8,0,1,2000,0
5455,15,3600.0,3,84,1.6,3,1,2008,0
5456,43,15000.0,5,230,2.5,0,1,2007,1
5457,26,9600.0,5,30,2.2,0,1,2006,2
5458,28,11500.0,0,125,2.0,3,1,2007,0
5459,6,6100.0,3,162,1.6,1,1,2008,0
5460,45,4000.0,3,78,1.3,1,1,2011,0
5461,17,14500.0,0,146,2.2,0,1,2007,1
5462,16,14100.0,3,97,2.0,3,1,2008,0
5463,31,5700.0,5,242,1.6,1,1,2003,0
5464,3,32500.0,3,131,2.0,0,1,2010,2
5465,33,4950.0,4,170,1.5,0,1,2004,0
5467,8,4800.0,5,191,1.6,0,1,2007,0
5468,31,5000.0,4,333,2.0,0,1,2001,0
5469,40,7500.0,3,185,3.0,1,1,2004,0
5470,26,13000.0,3,220,5.0,3,1,2003,1
5471,31,4200.0,1,246,1.9,0,1,1999,0
5472,3,2666.0,3,360,2.5,0,0,1996,2
5473,10,3700.0,1,65,0.8,3,1,2007,0
5474,17,9200.0,1,7,1.2,3,1,2011,0
5475,12,1300.0,1,178,0.9,1,1,1995,0
5476,26,14750.0,3,220,3.0,0,1,2005,2
5477,17,6800.0,1,86,1.4,1,1,2007,0
5478,13,1500.0,1,48,1.4,3,1,1989,0
5479,33,9250.0,4,220,1.5,0,1,2010,0
5480,33,3600.0,3,101,2.0,3,1,1997,0
5481,13,2400.0,1,276,2.0,3,1,1990,2
5482,26,14000.0,2,360,2.2,0,1,2005,2
5483,13,1500.0,1,2,2.0,1,1,1987,2
5484,17,9600.0,0,180,2.0,3,1,2008,1
